First Name,Last Name,Date of Birth,Address,Zipcode,Gender,Race / Ethnicity,English Fluency,Spanish Fluency,Education,High School GPA,College GPA,Years of Experience,Years of Volunteering,Myers Briggs Type,Twitter followers,Instagram Followers,Requires Sponsorship,Customer Satisfaction Rating,Sales Rating,Fired
Lindsey,Jones,1983-11-24,3716 Perez Route Apt. 895,86553,Female,Caucasian,Fluent,Basic,Undergraduate,3.45,2.85,15.7,0.0,ESTJ,462,2653,False,3.99,3.83,Current Employee
Rhonda,Webster,1993-10-22,409 Flores Camp,43711,Female,Caucasian,Fluent,Basic,Graduate,2.54,3.77,4.5,0.0,ENFP,364,1049,False,1.92,1.94,Current Employee
Dawn,Yates,1995-12-18,6280 Hobbs Ridge,43711,Female,Caucasian,Fluent,Basic,Undergraduate,3.21,2.52,2.5,0.0,INTP,382,1266,False,1.07,1.27,Current Employee
Timothy,Bean,1995-07-01,79109 George Plaza Suite 230,86553,Male,Caucasian,Fluent,Basic,Graduate,3.19,2.58,4.3,0.0,ISFJ,340,1183,False,1.52,1.5,Current Employee
Samantha,Cooke,1996-08-18,9571 Meghan Meadows Apt. 976,86553,Female,Caucasian,Fluent,Basic,Undergraduate,2.82,3.08,1.4,0.0,ENFJ,430,595,False,1.06,1.07,Current Employee
William,Williamson,1997-09-01,6404 Brooke Grove,43711,Male,Caucasian,Fluent,Basic,Undergraduate,3.96,3.92,2.0,3.5,ESTP,369,872,False,1.94,2.03,Current Employee
Tara,Morgan,1996-12-13,49961 Jack Lock,86553,Female,Caucasian,Fluent,Basic,Associates,3.12,2.82,2.4,0.0,INFJ,308,576,False,1.06,1.02,Current Employee
Michelle,Johnson,1988-04-09,05504 Kari Forks,43711,Female,Caucasian,Fluent,Basic,Undergraduate,3.52,2.62,10.1,0.0,ENTP,371,513,False,2.84,2.87,Current Employee
Patricia,Nelson,1987-05-02,725 Wanda Ports,86553,Female,Caucasian,Fluent,Basic,High School,3.77,2.51,11.2,0.0,ESTJ,712,929,False,2.88,2.69,Current Employee
Jose,Alvarado,1983-09-22,40537 Garrett Coves Apt. 932,43711,Male,Caucasian,Fluent,Basic,High School,3.25,2.81,16.9,0.0,ENFJ,1431,952,False,4.22,3.78,Current Employee
Timothy,Morgan,1983-08-08,01033 Martinez Cliffs Apt. 997,72361,Male,Caucasian,Fluent,Basic,Undergraduate,3.04,2.8,16.4,0.0,INTP,343,518,False,4.11,4.03,Current Employee
Adam,Rodriguez,1998-01-04,6370 Wiggins Heights,55864,Male,Caucasian,Proficient,Basic,Undergraduate,3.21,3.68,1.2,4.0,ISFP,533,756,False,1.74,1.7,Fired
Eric,Alexander,1983-10-01,959 Jeremy Plains Apt. 144,86553,Male,Caucasian,Fluent,Basic,High School,3.19,3.73,15.2,0.0,ISFP,400,3395,False,3.77,3.4,Current Employee
Andrew,Glover,1988-07-10,223 Williams Rapid Apt. 583,43711,Male,Caucasian,Proficient,Basic,Undergraduate,2.77,3.35,11.3,0.0,ESFP,313,683,False,3.15,2.98,Current Employee
Daniel,Mills,1991-11-22,9222 Kristen Junctions,30167,Male,Caucasian,Fluent,Basic,Undergraduate,2.68,2.52,7.9,0.0,ESTP,412,2798,False,2.31,2.36,Current Employee
Jessica,Oconnell,1998-07-08,251 Wanda Pines,72361,Female,Caucasian,Fluent,Basic,Undergraduate,4.0,3.45,1.7,0.0,ESTP,4639,1167,False,1.08,1.24,Fired
Laura,Preston,1988-05-07,3100 Klein Groves Suite 100,43711,Female,Caucasian,Fluent,Basic,Undergraduate,3.51,3.19,10.8,0.0,ENTJ,333,501,False,3.0,2.97,Current Employee
Robert,Huff,1987-03-30,954 Laurie Greens,86553,Male,Caucasian,Fluent,Basic,Undergraduate,2.68,2.65,12.4,0.0,ISTP,893,2264,False,3.2,3.17,Current Employee
Keith,Solis,1991-10-09,2140 Davidson Port,86553,Male,Caucasian,Fluent,Basic,High School,3.77,3.03,8.5,0.0,ISTJ,501,2167,False,2.18,2.05,Current Employee
Chad,Moon,1990-05-05,50614 Green Corners,86553,Male,Caucasian,Fluent,Basic,Graduate,3.99,2.85,8.2,0.0,ESTP,420,23648,False,2.46,2.55,Current Employee
Joseph,Hansen,1988-10-09,8326 Taylor Square,86553,Male,Caucasian,Fluent,Basic,Graduate,2.57,3.25,11.3,0.0,INTP,313,1256,False,3.11,3.16,Current Employee
Sarah,Norton,1995-11-03,022 Teresa Center Suite 596,55864,Female,Caucasian,Fluent,Basic,Undergraduate,2.34,2.58,2.0,0.0,INTJ,705,847,False,0.92,1.08,Current Employee
Claire,Santos,1995-09-13,27845 Craig Forks Apt. 498,86553,Female,Caucasian,Proficient,Basic,High School,2.73,3.31,4.8,0.0,INFJ,2045,657,False,1.36,1.19,Current Employee
Brittany,Pineda,1983-04-27,01075 Karen Freeway Apt. 296,86553,Female,Caucasian,Fluent,Basic,Associates,2.03,3.7,14.6,0.0,INFP,376,1596,False,3.85,3.59,Current Employee
Rebecca,Hill,1992-05-24,2374 Powers Lodge,43711,Female,Caucasian,Proficient,Basic,Undergraduate,2.91,3.57,6.6,0.0,INFP,318,2164,False,2.09,2.04,Current Employee
Sandy,White,1992-06-30,5507 Joseph Corners Suite 414,86553,Female,Caucasian,Fluent,Basic,Graduate,2.94,2.74,7.2,0.0,ESFP,310,19821,False,2.33,2.28,Current Employee
Joseph,Butler,1989-07-16,800 Francis Via Apt. 682,86553,Male,Caucasian,Fluent,Basic,Graduate,2.65,2.96,9.1,0.0,ESTJ,364,7514,False,2.62,2.64,Current Employee
Marcus,Tate,1983-07-23,365 Heather Throughway,55864,Male,Caucasian,Fluent,Basic,Undergraduate,3.35,3.24,16.2,0.0,ISFP,300,2065,False,4.2,3.93,Current Employee
Stanley,Hensley,1990-10-10,398 David Ramp,55864,Male,Caucasian,Fluent,Basic,Associates,3.87,3.16,9.8,0.0,ISFJ,754,670,False,2.66,2.44,Current Employee
Brandon,May,1994-04-13,22438 Ferrell Knoll Apt. 522,86553,Male,Caucasian,Fluent,Basic,Undergraduate,2.62,3.71,3.3,0.0,ENFJ,325,1069,False,1.55,1.51,Current Employee
Haley,Mills,1989-12-31,273 Deborah Road,86553,Female,Caucasian,Proficient,Basic,Undergraduate,2.42,3.32,7.3,0.0,ENTJ,411,825,True,2.16,2.24,Current Employee
Mary,Jackson,1985-03-24,38117 Alexandra Skyway Suite 196,72361,Female,Caucasian,Proficient,Basic,Undergraduate,2.82,3.18,12.3,0.0,ISFJ,626,1158,False,3.2,2.97,Current Employee
Jeffrey,Acosta,1993-12-21,6830 Chavez Isle,55864,Male,Caucasian,Fluent,Basic,Undergraduate,3.21,3.44,3.8,0.0,INFP,474,3141,False,1.57,1.58,Fired
Henry,Alvarado,1995-12-13,80511 Michael Fork Apt. 509,86553,Male,Caucasian,Fluent,Basic,Graduate,3.35,2.88,2.3,0.0,ENTP,333,822,False,1.22,1.45,Current Employee
Megan,Simmons,1996-04-27,5489 Berry Mission Apt. 338,55864,Female,Caucasian,Fluent,Basic,Undergraduate,2.79,2.99,2.4,0.0,INFJ,690,2562,False,1.16,1.16,Current Employee
Christina,Taylor,1989-07-18,18184 Edward Green,86553,Female,Caucasian,Fluent,Basic,Undergraduate,3.56,3.95,10.0,0.0,ISTJ,488,846,False,2.78,2.74,Current Employee
Patrick,Smith,1985-02-27,100 Jeremy Locks,86553,Male,Caucasian,Fluent,Basic,Associates,3.87,3.66,13.8,0.0,ESTP,338,1493,False,3.63,3.51,Fired
Benjamin,Juarez,1995-07-23,256 Michael Overpass,43711,Male,Caucasian,Proficient,Basic,Graduate,2.78,3.42,3.7,0.0,ESTJ,387,514,False,1.4,1.54,Current Employee
Richard,Marshall,1994-05-23,21448 Marshall Meadows Apt. 895,43711,Male,Caucasian,Proficient,Basic,Graduate,2.55,3.64,4.2,1.3,ENTP,468,1236,False,1.9,2.07,Current Employee
Rachael,Frazier,1991-07-19,6894 Joshua Ford,86553,Female,Caucasian,Fluent,Basic,High School,3.01,2.77,6.6,0.0,ENFJ,940,1626,False,1.98,1.76,Fired
Abigail,Lee,1988-02-26,393 Thompson Viaduct,86553,Female,Caucasian,Fluent,Basic,Graduate,3.55,3.74,11.8,0.0,ISTP,330,977,False,3.24,3.26,Current Employee
Emily,Davis,1997-08-02,63162 Martinez Mills Suite 348,86553,Female,Caucasian,Fluent,Basic,Associates,3.25,3.25,0.8,2.8,ESTP,531,3347,False,1.37,1.47,Fired
Jennifer,Lambert,1990-04-01,10859 Lynn Manor Apt. 493,43711,Female,Caucasian,Fluent,Basic,Graduate,3.62,3.5,9.3,0.0,ESFJ,676,1923,True,2.83,2.72,Current Employee
Vanessa,Kennedy,1998-04-05,99582 Jody Oval Apt. 697,86553,Female,Caucasian,Proficient,Basic,Graduate,2.65,2.6,0.3,0.0,ESFJ,379,15729,False,0.66,0.72,Current Employee
Ivan,Good,1984-01-06,4387 Spencer Mills Apt. 361,86553,Male,Caucasian,Fluent,Basic,Associates,3.22,2.86,15.4,0.0,ESTJ,406,1697,False,3.85,3.66,Current Employee
Linda,Harvey,1990-08-12,315 Beverly Knoll Apt. 213,86553,Female,Caucasian,Fluent,Basic,Associates,3.85,3.05,8.1,0.0,INFP,357,827,True,2.38,2.29,Current Employee
Noah,Clark,1997-09-09,86132 John Hill Apt. 802,86553,Male,Caucasian,Fluent,Basic,Undergraduate,2.57,2.74,0.3,0.0,ISFJ,2162,762,True,0.65,0.69,Current Employee
Natasha,Wolf,1985-12-05,903 Karen Knolls,43711,Female,Caucasian,Fluent,Basic,Undergraduate,3.44,3.7,12.1,0.0,ENTJ,362,707,False,3.35,3.28,Current Employee
Michael,Ramirez,1998-01-06,77934 Knight Port Apt. 324,43711,Male,Caucasian,Fluent,Basic,Graduate,2.08,3.21,0.8,0.0,INTP,366,1199,False,0.83,1.09,Current Employee
Beth,Gomez,1997-12-07,981 Christina Key,72361,Female,Caucasian,Fluent,Basic,Undergraduate,3.18,2.94,1.7,0.0,ENFJ,994,949,False,1.1,1.1,Current Employee
Mitchell,Baker,1988-06-28,79558 Wiggins Summit,86553,Male,Caucasian,Fluent,Basic,Undergraduate,3.3,3.38,9.3,0.0,ESFP,435,650,False,2.84,2.69,Current Employee
Angela,White,1985-06-24,884 Thomas Branch Apt. 207,72361,Female,Caucasian,Fluent,Basic,Graduate,3.32,3.62,12.4,0.0,ESTP,508,1284,True,3.48,3.5,Fired
Kim,Pugh,1984-08-17,37596 Billy Branch,43711,Female,Caucasian,Fluent,Basic,Graduate,3.75,3.07,15.0,0.0,ISTJ,642,19781,False,3.8,3.71,Current Employee
Bryan,Chandler,1998-10-13,04066 Monique Mountain Apt. 341,43711,Male,Caucasian,Fluent,Basic,Associates,3.45,2.91,1.4,0.0,ESFP,2913,1923,True,0.98,0.99,Current Employee
Angel,Powell,1983-09-13,60795 Davis Brooks,55864,Female,Caucasian,Fluent,Basic,Associates,3.37,2.75,15.7,0.0,ESFJ,402,854,False,4.02,3.67,Current Employee
James,Rose,1984-12-14,054 Guzman Locks Suite 498,43711,Male,Caucasian,Fluent,Basic,Associates,2.84,3.45,14.6,0.0,ISFP,344,523,False,3.78,3.5,Current Employee
Charles,Roth,1987-11-18,36969 Cynthia Centers Suite 885,86553,Male,Caucasian,Fluent,Basic,Associates,2.68,3.4,9.4,0.0,ESFJ,343,655,False,2.72,2.49,Current Employee
Brittney,Woods,1996-03-10,4734 Jackson Dam,43711,Female,Caucasian,Fluent,Basic,Undergraduate,3.15,2.95,2.1,0.0,ESFJ,500,2039,True,1.17,1.16,Current Employee
Keith,Mcdowell,1988-07-24,340 Douglas Hollow Apt. 882,86553,Male,Caucasian,Fluent,Basic,Graduate,2.66,3.29,9.6,0.0,ESTJ,943,1504,False,2.77,2.78,Current Employee
Jeff,Dickson,1990-07-15,6355 Carter Key Suite 936,86553,Male,Caucasian,Fluent,Basic,High School,2.09,3.06,7.3,2.0,ESTJ,390,650,False,2.37,2.23,Current Employee
Eugene,Frederick,1985-10-15,7309 Jennifer Walk Suite 974,86553,Male,Caucasian,Fluent,Basic,Undergraduate,3.41,3.23,14.1,0.0,ESTJ,418,1714,False,3.69,3.56,Current Employee
Catherine,Vaughn,1984-02-28,5510 Hunter Lock,55864,Female,Caucasian,Fluent,Proficient,Undergraduate,2.12,3.66,13.1,0.0,INFJ,439,515,False,3.65,3.48,Current Employee
Amanda,Smith,1996-11-27,164 Thomas Mill Suite 765,86553,Female,Caucasian,Fluent,Basic,High School,3.69,3.76,0.1,0.0,ENTP,426,5451,False,0.56,0.66,Current Employee
Laura,Gomez,1985-07-05,7571 Young Circle,43711,Female,Caucasian,Fluent,Basic,Undergraduate,2.79,2.79,15.0,0.0,ENTJ,6266,749,False,3.86,3.75,Current Employee
Henry,Herman,1997-09-23,61968 Mark Ridge,43711,Male,Caucasian,Fluent,Basic,Graduate,2.87,2.89,0.7,1.9,INFJ,407,1406,False,1.22,1.26,Current Employee
Amy,Quinn,1984-06-01,0519 Hayden Dam Suite 987,72361,Female,Caucasian,Fluent,Basic,Graduate,3.39,2.9,13.3,3.3,ESFJ,843,557,False,4.33,4.05,Current Employee
Valerie,Rose,1998-01-23,034 Santiago Drive,86553,Female,Caucasian,Fluent,Basic,Associates,3.92,3.16,0.4,2.1,ESTJ,1642,1713,False,1.08,1.15,Current Employee
Gregory,Williams,1995-07-15,6116 Schmidt Motorway Apt. 987,86553,Male,Caucasian,Fluent,Basic,Associates,3.65,3.55,3.5,0.0,ISFJ,325,639,False,1.34,1.24,Current Employee
Melissa,Miller,1986-09-28,4890 Taylor Plains,86553,Female,Caucasian,Proficient,Basic,Undergraduate,2.44,3.57,11.1,0.0,ESTJ,349,1812,False,2.98,2.92,Current Employee
Sarah,Ramos,1985-05-10,5440 Jerry Mission Suite 051,72361,Female,Caucasian,Fluent,Basic,Undergraduate,3.62,3.97,13.1,0.0,ESFJ,388,607,False,3.67,3.4,Current Employee
Gerald,Cook,1994-05-18,95855 Nicole Valley,43711,Male,Caucasian,Fluent,Proficient,Undergraduate,3.14,3.27,4.3,0.0,ISTP,503,2730,False,1.61,1.79,Current Employee
Melissa,Edwards,1985-01-29,76285 Le Junctions,86553,Female,Caucasian,Fluent,Fluent,Associates,2.75,3.29,13.8,0.0,ESFP,455,524,True,3.81,3.65,Current Employee
William,Cohen,1988-06-03,8794 Jacob Via Suite 303,55864,Male,Caucasian,Fluent,Basic,Undergraduate,2.19,3.32,10.8,0.0,ESTP,502,1582,False,3.04,3.02,Current Employee
Kelly,Klein,1996-10-27,57909 Thomas Underpass Suite 719,86553,Female,Caucasian,Proficient,Basic,Associates,2.41,3.7,2.0,0.0,ENTJ,355,1169,False,0.96,1.07,Current Employee
Felicia,Jones,1996-08-22,02137 Crystal Creek,86553,Female,Caucasian,Fluent,Basic,Associates,2.97,3.64,2.9,0.0,ENFP,520,3284,False,1.41,1.38,Current Employee
Kurt,Hutchinson,1983-04-03,943 Harris Coves Apt. 916,43711,Male,Caucasian,Proficient,Basic,Graduate,3.13,2.83,16.7,0.0,ISTP,4346,1744,False,4.08,4.01,Fired
Andrea,Hampton,1994-07-24,8132 Lauren Inlet,86553,Female,Caucasian,Fluent,Basic,Undergraduate,3.9,3.73,4.4,3.2,INTJ,1240,874,False,2.25,2.29,Current Employee
Lisa,Gonzalez,1994-08-19,644 Shawn Circle,55864,Female,Caucasian,Fluent,Basic,Associates,2.96,3.19,5.3,0.0,ESFP,307,504,False,1.85,1.75,Current Employee
Brenda,Maxwell,1984-10-11,9116 Miranda Manor,86553,Female,Caucasian,Fluent,Basic,Undergraduate,3.8,3.54,14.9,0.0,INTP,385,1220,False,3.88,3.81,Current Employee
Janet,Kennedy,1986-05-15,673 Denise Mill Apt. 630,86553,Female,Caucasian,Fluent,Basic,Undergraduate,2.55,2.62,12.8,0.0,ESFP,373,665,False,3.5,3.29,Current Employee
Rebecca,Daniel,1985-09-08,4144 Michael Inlet Apt. 372,86553,Female,Caucasian,Fluent,Basic,Associates,2.34,2.58,13.0,0.0,ISFJ,716,734,False,3.31,3.03,Current Employee
Jessica,Jones,1988-06-11,142 Cobb Divide,30167,Female,Caucasian,Fluent,Basic,High School,2.86,3.62,10.1,2.8,ESFP,847,1161,False,3.35,3.01,Current Employee
David,Ho,1995-06-14,50090 Wells Cape Apt. 000,43711,Male,Caucasian,Fluent,Basic,Associates,3.16,3.0,4.3,0.0,ISFP,1031,2945,False,1.51,1.44,Current Employee
Benjamin,Cortez,1988-08-27,80536 Moore Motorway,72361,Male,Caucasian,Fluent,Basic,Associates,2.2,3.02,11.7,0.0,ENTJ,432,854,False,3.09,3.0,Current Employee
Rachel,Blair,1995-01-27,41578 Carla Tunnel Apt. 366,43711,Female,Caucasian,Fluent,Basic,Undergraduate,2.06,2.82,4.4,0.0,ISTP,618,6781,False,1.48,1.61,Current Employee
Sharon,Martinez,1988-05-17,5789 Whitehead Burg Apt. 564,43711,Female,Caucasian,Proficient,Basic,Undergraduate,3.24,3.43,10.8,0.0,ENTP,505,544,False,2.98,3.0,Current Employee
David,Smith,1988-03-02,52653 Tyler Roads,86553,Male,Caucasian,Fluent,Basic,High School,2.53,2.62,10.2,0.0,ESTP,5551,776,True,2.65,2.56,Current Employee
Jason,Williams,1987-06-17,3004 Turner Creek Suite 828,43711,Male,Caucasian,Fluent,Basic,Associates,3.08,3.63,12.8,0.0,ESTP,564,507,False,3.41,3.31,Current Employee
John,Bell,1992-12-01,08030 Leonard Light Suite 561,86553,Male,Caucasian,Fluent,Basic,Undergraduate,2.6,3.34,6.2,0.0,ISFP,377,1809,False,2.04,1.98,Current Employee
Emily,Anderson,1992-07-20,96830 Mary Fords Suite 095,43711,Female,Caucasian,Fluent,Basic,Associates,3.88,3.76,5.8,0.0,INTJ,1110,18969,False,1.79,1.82,Current Employee
Henry,Boyd,1992-10-09,218 Karen Roads,86553,Male,Caucasian,Fluent,Basic,Undergraduate,3.85,3.85,7.5,3.1,ENFP,304,5928,False,3.18,3.03,Current Employee
Kathryn,Bradley,1990-08-13,0842 Butler Light,86553,Female,Caucasian,Fluent,Basic,Associates,2.32,3.33,9.6,0.0,ISTJ,379,1162,False,2.53,2.46,Current Employee
Sean,Torres,1996-02-09,9420 King Valleys,43711,Male,Caucasian,Fluent,Basic,Associates,2.53,3.31,3.7,0.0,ESTJ,585,3312,False,1.35,1.4,Current Employee
Christina,Sanchez,1995-09-14,80508 Theresa Ridges Suite 466,72361,Female,Caucasian,Fluent,Basic,Undergraduate,2.76,3.99,2.8,0.0,ESFJ,325,1084,False,1.44,1.38,Current Employee
Mason,Davis,1983-09-02,09739 Donna Fords Apt. 739,72361,Male,Caucasian,Fluent,Basic,Undergraduate,3.04,3.38,15.9,0.0,ISFJ,584,1087,False,4.1,3.79,Current Employee
Brad,Williams,1986-05-31,701 Torres Crescent,43711,Male,Caucasian,Fluent,Basic,Graduate,2.29,2.55,12.5,0.0,ESTJ,539,11341,False,3.3,3.26,Current Employee
Michael,Mcguire,1993-07-16,15951 Melissa Ferry Suite 620,86553,Male,Caucasian,Fluent,Basic,Graduate,2.77,3.95,5.2,0.0,ESTJ,2636,15338,True,1.9,2.02,Current Employee
Douglas,Rich,1990-05-09,9806 Noble Port,86553,Male,Caucasian,Fluent,Basic,Undergraduate,2.3,3.95,9.5,0.0,INTP,480,1429,False,2.75,2.79,Current Employee
Darrell,Nguyen,1989-02-21,57502 Amber Island,43711,Male,Caucasian,Fluent,Basic,High School,2.42,2.7,9.8,2.6,ISFJ,1310,936,True,3.05,2.73,Current Employee
Sherri,Green,1984-09-15,841 Mccarthy Island,43711,Female,Caucasian,Fluent,Basic,Graduate,3.1,3.2,13.5,0.0,ESFJ,325,515,False,3.71,3.49,Current Employee
Joy,Berg,1990-01-28,57784 Ashley Road Suite 251,43711,Female,Caucasian,Fluent,Basic,Graduate,2.52,2.76,8.9,0.0,ESTP,770,557,False,2.6,2.67,Current Employee
Gregory,Frank,1988-02-15,529 Trevor Pike,55864,Male,Caucasian,Fluent,Basic,Undergraduate,3.6,3.43,10.8,0.0,ESTP,591,757,False,3.05,3.03,Current Employee
Patrick,Baker,1987-09-04,6269 Foster Fall Apt. 892,86553,Male,Caucasian,Fluent,Basic,Associates,3.61,3.48,10.3,0.0,ESFJ,415,1262,False,2.92,2.67,Current Employee
Robin,Johnson,1996-10-10,572 Matthew Brook,86553,Female,Caucasian,Fluent,Basic,Graduate,2.58,2.66,1.3,0.0,ESTJ,599,1067,False,0.89,1.08,Fired
Juan,Jenkins,1992-04-17,3308 Wells Glen,43711,Male,Caucasian,Fluent,Basic,Undergraduate,3.4,2.75,7.0,0.0,INTJ,531,8467,False,2.02,2.08,Current Employee
Amber,Zuniga,1984-09-27,021 Serrano Row,30167,Female,Caucasian,Fluent,Basic,Undergraduate,2.83,2.7,13.7,0.0,INTJ,314,1297,False,3.47,3.4,Current Employee
Patricia,Guerra,1994-01-03,6467 Terrance Pine,43711,Female,Caucasian,Fluent,Basic,Graduate,3.34,3.12,3.1,0.0,ISFP,495,10464,False,1.4,1.44,Current Employee
Donna,Figueroa,1994-06-23,1100 Hunter Ferry Suite 193,86553,Female,Caucasian,Fluent,Basic,Undergraduate,2.35,2.67,3.7,0.0,ISTJ,310,2516,False,1.27,1.37,Current Employee
Melissa,Thompson,1983-12-17,431 Kristy Union Suite 027,86553,Female,Caucasian,Proficient,Basic,Undergraduate,3.37,3.57,15.3,0.0,ESFP,366,863,False,4.04,3.79,Current Employee
Diana,Rivera,1989-07-14,2985 Elizabeth Cape Apt. 974,43711,Female,Caucasian,Fluent,Basic,Associates,2.3,3.66,8.6,0.0,ISFJ,853,682,False,2.46,2.26,Current Employee
Annette,Moore,1989-07-22,820 Mcintyre Hollow,72361,Female,Caucasian,Fluent,Fluent,Undergraduate,3.41,3.25,9.7,0.0,ISTJ,441,1329,False,2.74,2.8,Current Employee
Debra,Francis,1989-08-09,4727 Thomas View Suite 180,86553,Female,Caucasian,Fluent,Basic,Graduate,2.57,3.03,9.3,0.0,ESTP,2800,505,False,2.72,2.78,Current Employee
Isaiah,Knox,1992-03-16,62265 Charles Extension Suite 967,43711,Male,Caucasian,Fluent,Basic,Associates,2.19,3.15,7.5,0.0,ISFP,353,13166,False,2.22,2.09,Fired
Lauren,Meyers,1990-07-13,67509 Velasquez Lock Suite 541,55864,Female,Caucasian,Fluent,Basic,Undergraduate,2.6,3.25,8.6,0.0,ESFJ,496,522,False,2.61,2.44,Current Employee
Ann,Munoz,1984-07-25,52620 Samantha Forest Suite 693,86553,Female,Caucasian,Fluent,Basic,Undergraduate,3.59,2.76,15.0,0.0,ENTP,1498,10290,False,3.91,3.84,Current Employee
Kelly,Stephens,1996-10-15,1538 Fuentes Isle Suite 013,86553,Female,Caucasian,Fluent,Basic,Undergraduate,2.33,2.92,1.1,0.0,ISTJ,382,1204,False,0.74,0.89,Current Employee
Susan,Williams,1990-07-14,0123 Samantha Stravenue Apt. 921,55864,Female,Caucasian,Fluent,Basic,Graduate,3.16,3.81,8.1,0.0,ISTP,1373,746,False,2.46,2.55,Current Employee
Mary,Smith,1996-03-28,34624 Jose Ferry Apt. 871,43711,Female,Caucasian,Fluent,Basic,Undergraduate,2.18,3.05,2.6,0.0,ISTJ,329,984,True,1.07,1.22,Current Employee
Taylor,Johnson,1992-10-17,581 Johnson Springs Suite 342,43711,Male,Caucasian,Fluent,Basic,Graduate,2.38,3.85,7.4,0.0,ENFP,372,665,False,2.55,2.51,Current Employee
Jonathan,Smith,1996-07-20,362 Kayla Corners,43711,Male,Caucasian,Fluent,Basic,Graduate,2.67,3.98,2.2,0.0,ESFJ,454,570,False,1.36,1.36,Current Employee
Timothy,Mendez,1983-07-17,586 Michelle Road Apt. 967,72361,Male,Caucasian,Proficient,Basic,Associates,3.25,3.17,15.1,0.0,ESFJ,627,5956,False,3.82,3.49,Current Employee
Arthur,Buckley,1992-08-16,90734 Lucero Centers,86553,Male,Caucasian,Fluent,Basic,Undergraduate,2.9,2.73,5.1,0.0,ENTJ,301,539,False,1.72,1.81,Current Employee
Vincent,Wilson,1990-10-29,1964 Jacob Flats Suite 995,55864,Male,Caucasian,Fluent,Basic,Associates,2.14,3.33,9.0,0.0,ESTJ,405,691,False,2.51,2.45,Current Employee
Jeremy,Cole,1989-11-25,40835 Bennett Springs Suite 354,43711,Male,Caucasian,Fluent,Basic,Undergraduate,2.55,2.85,9.4,0.0,ISTJ,2916,2240,False,2.52,2.5,Current Employee
Michael,Johnson,1984-01-19,7601 Garcia Ramp Suite 006,43711,Male,Caucasian,Proficient,Basic,Undergraduate,2.54,3.99,15.2,0.0,INTJ,650,816,True,3.84,3.76,Current Employee
Robert,Kelly,1993-07-02,5059 Jones Underpass,86553,Male,Caucasian,Fluent,Basic,Associates,2.08,3.28,6.4,0.0,ESTJ,747,98076,False,1.94,1.93,Current Employee
Susan,Salas,1985-12-24,2773 Jones Tunnel Apt. 468,86553,Female,Caucasian,Fluent,Fluent,Graduate,3.38,2.71,13.1,0.0,ESTP,317,1374,False,3.61,3.68,Current Employee
Kevin,Webb,1992-02-10,805 Best Islands,55864,Male,Caucasian,Fluent,Proficient,Undergraduate,2.97,3.07,7.2,4.0,ISFJ,1533,739,False,3.11,2.96,Current Employee
Bryan,Irwin,1995-03-18,8138 Jose Lodge,86553,Male,Caucasian,Fluent,Basic,Undergraduate,2.76,3.8,4.4,0.0,ESTJ,1033,626,False,1.65,1.72,Current Employee
Marisa,Garcia,1996-08-01,8434 Darryl Park,86553,Female,Caucasian,Fluent,Basic,Associates,2.28,3.29,3.5,0.0,ESFJ,407,1646,False,1.42,1.31,Current Employee
Amanda,Jones,1992-06-09,639 Aaron Avenue,72361,Female,Caucasian,Fluent,Basic,Undergraduate,3.37,2.58,7.4,0.0,ISFP,506,1062,True,2.21,2.16,Current Employee
Timothy,James,1992-01-17,23031 Luis Pike Suite 620,55864,Male,Caucasian,Proficient,Basic,Undergraduate,2.08,2.68,7.2,0.0,ISFP,487,1749,False,2.07,2.0,Current Employee
Mary,Sanchez,1988-07-19,393 Lauren Parkways,43711,Female,Caucasian,Fluent,Basic,Undergraduate,3.69,2.53,11.2,0.0,ESTP,807,577,False,3.03,3.01,Current Employee
Rhonda,Silva,1992-02-22,1753 Drake Burg,55864,Female,Caucasian,Fluent,Basic,Associates,3.15,3.59,7.6,0.0,ISFP,2706,842,False,2.28,2.14,Current Employee
Anna,Ochoa,1988-04-29,27258 Eric Rest Suite 159,86553,Female,Caucasian,Fluent,Basic,Undergraduate,3.17,3.37,9.6,0.0,ISTP,368,698,False,2.69,2.7,Current Employee
Kristine,Burnett,1991-09-07,631 Fisher Roads,43711,Female,Caucasian,Fluent,Basic,Graduate,3.5,3.21,6.4,4.4,INFJ,528,750,False,3.03,2.9,Current Employee
Aimee,Acevedo,1989-11-22,037 Rebekah Mountain,30167,Female,Caucasian,Fluent,Basic,High School,2.35,3.11,8.6,0.0,INFJ,341,4756,True,2.27,2.05,Current Employee
James,Gardner,1985-01-27,4075 Sarah Inlet Apt. 705,43711,Male,Caucasian,Fluent,Basic,Graduate,3.51,2.93,12.9,0.0,INTP,536,694,False,3.42,3.44,Fired
Paul,Harris,1983-03-05,422 Steven Club Suite 257,86553,Male,Caucasian,Fluent,Basic,Undergraduate,3.38,3.17,16.7,0.0,ESFP,445,916,False,4.4,4.11,Current Employee
Justin,Young,1989-05-22,306 Jennifer Squares Apt. 184,55864,Male,Caucasian,Fluent,Basic,Associates,2.91,2.85,8.8,1.1,ESFJ,1670,2789,False,2.77,2.53,Current Employee
Virginia,Parrish,1993-11-06,85844 Leslie Brooks Suite 583,55864,Female,Caucasian,Fluent,Basic,Undergraduate,2.73,3.77,4.8,0.0,ISFP,651,964,False,1.79,1.75,Fired
